Feature,Feature Value,SHAP Value,Absolute Value,Category
cell_x_ul_tx_10,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_10,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_10,9628260.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_11,12158262.0,0.0,0.0,dl_bitrate
ul_bitrate_11,57768.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_11,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_11,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_11,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_11,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_11,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_11,7643519.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_12,11204610.0,0.0,0.0,dl_bitrate
ul_bitrate_12,58871.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_12,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_12,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_12,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_12,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_12,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_12,6823924.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_13,14374084.0,0.0,0.0,dl_bitrate
ul_bitrate_13,58900.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_13,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_13,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_13,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_13,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_13,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_13,9368258.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_14,13227013.0,0.0,0.0,dl_bitrate
ul_bitrate_14,58156.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_14,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_14,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_14,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_14,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_14,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_14,8389542.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_15,13629759.0,0.0,0.0,dl_bitrate
ul_bitrate_15,60293.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_15,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_15,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_15,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_15,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_15,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_15,8623724.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_16,11372769.0,0.0,0.0,dl_bitrate
ul_bitrate_16,58417.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_16,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_16,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_16,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_16,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_16,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_16,7193030.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_17,14984312.0,0.0,0.0,dl_bitrate
ul_bitrate_17,55996.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_17,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_17,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_17,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_17,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_17,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_17,9495696.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_18,12607155.0,0.0,0.0,dl_bitrate
ul_bitrate_18,58654.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_18,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_18,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_18,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_18,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_18,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_18,7932586.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_19,13641581.0,0.0,0.0,dl_bitrate
ul_bitrate_19,57687.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_19,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_19,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_19,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_19,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_19,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_19,8730104.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_20,11846980.0,0.0,0.0,dl_bitrate
ul_bitrate_20,58713.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_20,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_20,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_20,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_20,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_20,100.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_20,92.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_21,13660828.0,0.0,0.0,dl_bitrate
ul_bitrate_21,59598.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_21,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_21,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_21,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_21,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_21,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_21,8647770.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_22,13858077.0,0.0,0.0,dl_bitrate
ul_bitrate_22,60240.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_22,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_22,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_22,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_22,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_22,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_22,8769953.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_23,10971085.0,0.0,0.0,dl_bitrate
ul_bitrate_23,59147.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_23,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_23,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_23,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_23,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_23,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_23,6931681.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_24,15252414.0,0.0,0.0,dl_bitrate
ul_bitrate_24,58976.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_24,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_24,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_24,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_24,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_24,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_24,9660748.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_25,13035813.0,0.0,0.0,dl_bitrate
ul_bitrate_25,58267.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_25,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_25,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_25,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_25,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_25,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_25,8238942.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_26,13618751.0,0.0,0.0,dl_bitrate
ul_bitrate_26,58411.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_26,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_26,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_26,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_26,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_26,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_26,8571172.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_27,59316.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_27,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_27,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_27,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_27,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_27,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_27,7255775.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_28,14220399.0,0.0,0.0,dl_bitrate
ul_bitrate_28,58551.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_28,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_28,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_28,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_28,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_28,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_28,8726883.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_29,58934.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_29,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_29,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_29,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_29,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_29,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_29,8746014.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_30,11531686.0,0.0,0.0,dl_bitrate
ul_bitrate_30,59136.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_30,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_30,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_30,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_30,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_30,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_30,7058701.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_31,13837322.0,0.0,0.0,dl_bitrate
ul_bitrate_31,58865.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_31,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_31,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_31,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_31,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_31,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_31,9053298.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_32,12901455.0,0.0,0.0,dl_bitrate
ul_bitrate_32,58626.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_32,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_32,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_32,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_32,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_32,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_32,8137483.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_33,13924115.0,0.0,0.0,dl_bitrate
ul_bitrate_33,59118.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_33,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_33,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_33,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_33,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_33,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_33,8908190.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_34,11317042.0,0.0,0.0,dl_bitrate
ul_bitrate_34,60018.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_34,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_34,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_34,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_34,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_34,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_bitrate_35,15134387.0,0.0,0.0,dl_bitrate
ul_bitrate_35,58922.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_35,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_35,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_35,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_35,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_35,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_35,9594044.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_36,12824968.0,0.0,0.0,dl_bitrate
ul_bitrate_36,58374.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_36,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_36,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_36,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_36,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_36,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_36,8155717.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_37,13682315.0,0.0,0.0,dl_bitrate
ul_bitrate_37,57768.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_37,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_37,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_37,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_37,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_37,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_37,8638544.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_38,11751581.0,0.0,0.0,dl_bitrate
ul_bitrate_38,59653.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_38,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_38,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_38,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_38,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_38,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_38,7422515.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_39,13191688.0,0.0,0.0,dl_bitrate
ul_bitrate_39,57927.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_39,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_39,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_39,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_39,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_39,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_39,8393165.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_40,13811059.0,0.0,0.0,dl_bitrate
ul_bitrate_40,59115.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_40,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_40,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_40,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_40,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_40,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_40,8662092.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_41,10915021.0,0.0,0.0,dl_bitrate
ul_bitrate_41,59079.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_41,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_41,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_41,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_41,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_41,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_41,6953634.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_42,14943423.0,0.0,0.0,dl_bitrate
ul_bitrate_42,57695.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_42,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_42,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_42,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_42,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_42,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_42,9440953.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_43,12329099.0,0.0,0.0,dl_bitrate
ul_bitrate_43,58832.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_43,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_43,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_43,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_43,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_43,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_43,7863417.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_44,12694678.0,0.0,0.0,dl_bitrate
ul_bitrate_44,59930.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_44,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_44,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_44,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_44,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_44,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_44,7739457.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_45,12446982.0,0.0,0.0,dl_bitrate
ul_bitrate_45,58875.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_45,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_45,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_45,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_45,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_45,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_45,8109989.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_46,12965318.0,0.0,0.0,dl_bitrate
ul_bitrate_46,58860.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_46,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_46,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_46,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_46,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_46,420.0,0.0,0.0,ul_total_bytes_non_incr
